MESA AIRLINES,873,26,2721574,808,40,2494135,359,6,1625143,170,3,1769553,226,12,1390249,95,12,536745,962,18,2681520,1428,102,3528613,1861,88,3599017,2836,314,3589375,3864,485,3288521,2047,101,3536496,2581,51,3604845,1722,10,3378023,2413,47,2864946,,,,,,,643,111,2100967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,518,2111954,1907,494,2298325,1725,646,2156621,1202,539,1834793,1510,512,1899862,1637,490,1957583,2566,481,1863476,1900,446,1877874,2226,495,1844739,2953,337,2097955,2125,541,1794852,2897,352,2080943,3575,564,2018689,3410,614,2272104,3792,606,2366318,4172,503,2308909,4316,429,2698257,5353,400,2909167,7091,486,2882497,5720,303,2494444,6752,337,2699828,6718,412,2883119,9099,417,2780662,5479,189,1584168,2972,355,1706790,1068,92,500221,5008,174,1903808,3358,351,1813068,3028,179,1659022,3657,171,1594847,4281,415,1696331,3828,330,1946708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWEST AIRLINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8142,425,7911135,11998,427,9787432,11828,702,9535634,12089,569,8365018,7849,528,9105374,11540,536,11008983,13229,730,11690963,15855,1233,10713842,11065,473,11327726,19753,928,12369153,21782,1144,12695660,19515,1424,11386586,17740,851,12235357,17052,648,12810659,20071,1373,12838318,19096,1116,11155597,16128,733,11493344,18895,630,13435834,18299,1435,13695253,23152,2048,12061214,16617,1161,12436669,18222,593,13294734,21867,1154,12935606,19978,963,11175103,17476,567,11599304,20161,952,12533091,24176,1014,11738207,19879,765,10972653,16224,911,11163224,19973,500,12868660,21897,622,12322251,18784,776,10639379,17630,653,10344479,13057,320,12837481,20849,615,13640023,24148,622,12017912,25927,1272,12737656,24102,602,14354388,33650,996,13888081,24822,141,12132199,18652,150,12697747,22363,163,13900327,21893,170,13178128,24308,439,11295585,21898,277,11924507,27378,306,10080236,41885,561,12428966,28884,250,11591474
PINNACLE AIRLINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144,281,3350594,5738,313,3029359,,,,,,,,,,,,,,,,,,,,,,,,,6065,142,2527629,8489,263,2762653,8071,192,2721953,8241,184,2493458,6028,208,2573221,6369,264,2869462,7330,375,2710661,6526,376,2355938,5764,380,2568204,353,39,268585,306,76,228366,149,45,95473,3,0,9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSA AIRLINE S,1830,169,3513875,1342,115,3420512,599,8,1922953,360,19,2083641,625,73,1961845,226,39,852181,1291,204,3039515,2683,459,3816412,3027,339,3810183,4264,487,3905385,3166,267,3412630,2356,213,3421745,2006,42,3404018,2554,32,3485505,2416,22,3210770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPUBLIC AIRWAYS,5164,178,5525714,2855,111,5160977,766,31,3171190,217,21,2613252,303,62,1865200,81,21,592187,1101,85,3098354,3532,120,3218312,5378,219,4900415,6321,162,5010539,3713,80,4183267,4275,103,4548762,4954,31,4619387,3876,30,4890213,2613,32,4050777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYWE ST AIRLINES,6743,37,10489689,3592,86,8943583,2295,26,5427962,720,5,5122330,1069,33,4650686,464,36,1642807,9991,211,8355310,13524,116,10085483,14794,203,10472196,17228,213,10320910,7163,233,8697930,5977,160,9210026,7264,95,9676146,7413,206,9125575,7816,88,8060076,7800,68,8776536,7741,78,3963047,,,,11543,622,7201623,10680,755,7411535,10868,754,7961031,10391,714,7755643,9537,709,6858709,10896,786,6990054,12951,924,7710341,13941,1739,7403792,14041,1630,6458573,11280,1332,6656843,8493,1373,6752821,10717,1836,6861891,11956,2629,6149038,10214,2161,6395843,7137,1328,6933277,8049,1436,6875131,10542,1843,6314061,11119,1811,6419001,10281,1577,6868429,10932,1630,6637699,11901,972,5942158,10520,406,6009979,12506,482,6624658,11295,336,6210623,14697,453,5714175,11301,346,6001681,12292,301,6302913,11666,320,5986774,15730,688,5402551,10526,474,5241819,10818,423,5644301,9927,517,5242638,9654,720,4592875,8836,557,4754319,12280,672,5338081,10029,490,3645605,3010,371,1834243,3090,187,1954068,5281,337,2120292,5706,319,2048736,5430,496,1814434,3090,177,1556835,2895,153,1530085,3662,163,1473391,4144,154,1225894,1465,29,940641,1650,13,836137,1212,30,655568,1394,28,399872,561,10,204234,570,1,174451,229,2,92398,188,0,14893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST AIRLINES,10242,1207,36276768,9008,1314,32534837,1439,192,17781836,487,28,16011098,937,148,15080946,1108,110,7058890,2355,112,29539107,4339,269,40839000,4806,314,40777514,12368,931,42176361,9996,1594,37409141,4688,411,41306125,6570,967,40839016,6039,376,42329176,4325,669,37042370,4393,1601,39969392,3908,1499,39751638,,,,16205,2537,35246083,19116,3072,38502306,24247,4582,38561412,26987,4209,39198316,18,3116,34393320,19473,3433,36839451,27315,4413,37603390,29084,4436,37496853,20641,3326,31993058,13520,1946,33994762,26337,3582,35298922,28592,4186,25307042,20472,4185,30780643,14512,1948,29378897,23,2550,29421835,26487,4536,30575862,17307,3185,26269242,13851,2095,27876734,19272,2341,29334383,21474,3090,29290547,14755,1964,26029507,11201,1364,27712179,14335,1583,28539135,15391,2102,28919972,16228,2167,25637423,16548,2062,27178950,17393,2153,27848578,19603,2825,27613969,35668,6167,23772905,28566,3281,25450773,29147,2978,26434803,33825,3526,26517691,22760,3328,23366897,16249,2349,24091435,14145,1494,25694071,17578,2363,27550957,25431,4156,24708540,16793,2354,24875699,29744,3138,27242613,22489,2922,26889424,19222,2874,22903022,24785,1748,24073919,23812,1525,24880646,29026,2570,25306858,29804,2881,22015484,15350,1368,22225722,18208,1662,23595749,18571,1593,22777542,21530,1473,19780746,19394,1297,20144834,14568,1311,21102752,25572,2429,21628048,31275,2674,18190404,14504,1470,18395064,21439,1512,19708171,25092,2424,19446533,23791,2216,17169572,22530,2111,17763447,20729,1530,18781696,27415,2388,19283599,16812,1899,16633381,13920,1840,17186342,19871,2694,18564869,22868,3710,19957851,20550,2811,17916390,21724,3766,18501627,18379,3220,18821145,25397,3959,18827259,24852,2796,16418368,18997,2187,16789416,18919,2369,17020885,23553,2509,16931135,17303,1938,14606789,20399,2094,14848313,20577,2708,15483831,21269,2998,15475432,18956,2430,13245641
SPIRIT AIRLINES,1766,84,7797518,3131,85,7963642,1680,108,5236309,685,99,5010558,227,0,4483592,80,2,871869,3585,64,7195275,5575,121,8276219,4656,64,8390933,5642,149,8335320,6768,46,7265473,5417,43,6897416,5718,164,7328762,4852,448,7061549,5477,874,6180877,4198,1144,5804607,983,1235,5956218,,,,1735,755,5084347,1167,196,5052694,1503,367,5288659,1856,568,5242171,1312,483,4704094,1139,235,4410192,1124,209,4441767,1966,624,4208617,1441,114,3728874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANS WORLD AIRLINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7374,420,3919738,7714,870,5111512,10481,1076,6049612,12245,1357,5252809,14299,1075,5875474,22684,2749,6820591,22749,2144,6694510,5329,417,5747520,13392,151,6063236,15958,63,6605087,22110,180,6601625,14884,1409,5510325,5214,694,5423028,8429,1129,6054643,4266,930,6212623,13346,928,5442495
UNITED AIRLINES,2864,6,20131527,1341,5,14619155,591,0,8723919,289,5,8860807,76,8,5211611,8,0,1333318,2842,7,18412040,5668,13,25141731,9110,7,26963748,11394,28,27015815,8856,17,22660404,7556,23,25234539,11339,26,27080182,8615,17,25966562,8214,27,21314280,8483,44,23766600,11726,103,25069533,,,,15917,900,20559648,15696,891,22398395,15880,1074,23436935,16939,871,22035,14380,929,18965779,18743,1475,20930474,23206,1378,21879356,22068,1647,21166446,17373,1817,18105638,12582,982,18946348,14419,1530,20332343,16498,2171,20144390,21469,4395,17894200,17074,2601,18969272,13768,1966,20156960,12781,1856,19942776,14093,2592,18143463,13198,2846,18696707,22443,4014,21082126,22500,4450,21099463,21120,3084,17850152,13474,999,10617629,20177,1635,12305211,20913,1105,11830449,19147,1310,10557367,16152,1181,11801553,17349,1629,13071281,11732,1210,12663048,15521,2142,11171323,15064,1722,11930997,20574,1091,13750493,26845,2282,13336497,19330,1550,11953422,20304,1452,12867796,29613,2586,15278008,29157,1535,15576992,13550,1239,13846166,16380,937,14671409,23109,1226,16278945,33633,1681,16768255,17517,604,15013562,17225,866,15369958,15438,659,16391356,21728,1203,16623145,17503,493,14773356,12835,669,15016704,15909,771,15840982,27662,849,15628125,21687,593,14160569,18910,733,15699070,23963,473,17716757,27767,776,16959163,30340,1189,14482375,26415,1120,14976922,22606,850,16078649,35494,1196,15191248,23074,763,14324159,39021,1334,16400586,25618,875,17163520,28054,1276,16003234,19980,910,13962769,30167,867,14202740,35377,1532,17933795,52122,2555,19506801,32692,1412,17280438,27944,1458,18818818,25452,2531,19507333,35714,4106,20681091,30196,3006,18617529,36048,3079,19963617,38689,1210,21843465,22435,818,20072997,41061,2142,18337778,31783,1019,19908771,37195,1164,21963437,36086,1254,20241004,36933,1124,17699804
US AIRWAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6045,784,14228483,6816,756,14851237,8011,985,14993178,6399,1006,13761795,6398,719,13577101,7100,989,14000602,6791,1073,14144925,7475,974,13514441,8325,1156,13334767,8767,1120,13743223,11524,1590,14011454,11360,1177,12705868,11122,1204,13192128,16387,1545,13734726,17250,1965,12583487,19387,3593,12153896,10524,1407,12275766,14840,1441,13259011,27196,2556,13626407,22938,1893,12580587,18922,1351,12919729,18559,1252,14263574,21367,2042,13205783,26153,2560,12755978,18439,1315,13030439,14620,1265,14239888,24594,1782,14728126,19348,2182,12994097,15471,1359,13695451,12706,965,13840598,20930,2214,14249711,19066,1426,13370306,7893,357,8619527,9344,471,9916541,14728,675,10967859,17902,1014,10074156,14682,770,10093300,15183,531,10115003,21282,808,10576091,22751,494,9211456,21677,258,10042023,19483,143,10027355,28700,535,10370450,17191,394,8648573,25647,630,9615161,16036,103,11114308,23542,370,12107148,35859,423,11141864,24113,497,10798123,18038,229,13400761,21067,420,16307218,26484,708,13550384,28350,894,15009965,19166,559,15116844,24204,1289,14953990,22539,998,12400715,20601,537,13645066,19015,350,13495129,22390,757,14257288,18744,1195,12764898,14663,276,13828432,18389,226,14730549,26527,413,15014705,22251,352,12991026
VIRGIN AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,22,2045185,213,71,2193909,170,3,2135213,,,,908,51,1803849,511,17,2017391,948,31,2137471,389,16,2050950,427,30,1739517,488,43,1832945,279,17,1813533,669,15,1772262,286,5,1510065,302,16,1598058,235,5,1677222,137,11,1703282,236,25,1459461,104,1,1555207,60,2,1661469,68,12,1708688,119,11,1319210,30,18,1499063,2,11,1663716,3,4,1600351,14,12,1402246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
